Year,Month,Year.month,Anomaly_average
1947,4,1947.4,0.7919666667
1947,5,1947.5,0.3184193548
1947,6,1947.6,0.1185
1947,7,1947.7,0.09477419355
1947,8,1947.8,0.1273870968
1947,9,1947.9,-0.0722
1947,10,1947.10,0.7748064516
1947,11,1947.11,-0.4204333333
1947,12,1947.12,-0.1353548387
1948,1,1948.1,0.3229354839
1948,2,1948.2,-0.1571724138
1948,3,1948.3,-0.3258064516
1948,4,1948.4,0.4647666667
1948,5,1948.5,0.2622258065
1948,6,1948.6,0.3258333333
1948,7,1948.7,0.119516129
1948,8,1948.8,0.01148387097
1948,9,1948.9,0.09263333333
1948,10,1948.10,-0.07219354839
1948,11,1948.11,-0.1047666667
1948,12,1948.12,-0.4289032258
1949,1,1949.1,0.095
1949,2,1949.2,-0.4128928571
1949,3,1949.3,-0.1776451613
1949,4,1949.4,0.337
1949,5,1949.5,0.1880645161
1949,6,1949.6,-0.0708
1949,7,1949.7,0.04422580645
1949,8,1949.8,-0.07812903226
1949,9,1949.9,-0.3075666667
1949,10,1949.10,0.0574516129
1949,11,1949.11,-0.1926333333
1949,12,1949.12,-0.6264193548
1950,1,1950.1,-0.9967741935
1950,2,1950.2,-0.4171428571
1950,3,1950.3,-0.1848709677
1950,4,1950.4,-0.01833333333
1950,5,1950.5,0.253516129
1950,6,1950.6,0.07206666667
1950,7,1950.7,-0.1408709677
1950,8,1950.8,-0.3829032258
1950,9,1950.9,-0.3921666667
1950,10,1950.10,-0.07116129032
1950,11,1950.11,-1.077633333
1950,12,1950.12,-0.5866774194
1951,1,1951.1,-0.6098064516
1951,2,1951.2,-0.7465
1951,3,1951.3,-0.3297741935
1951,4,1951.4,0.3823666667
1951,5,1951.5,0.3877419355
1951,6,1951.6,-0.1217
1951,7,1951.7,0.1523225806
1951,8,1951.8,0.1246774194
1951,9,1951.9,0.08406666667
1951,10,1951.10,0.2167096774
1951,11,1951.11,-0.2829666667
1951,12,1951.12,0.3398709677
1952,1,1952.1,0.3488387097
1952,2,1952.2,0.2077586207
1952,3,1952.3,-0.5421612903
1952,4,1952.4,0.4912333333
1952,5,1952.5,0.05187096774
1952,6,1952.6,0.2062666667
1952,7,1952.7,0.2888064516
1952,8,1952.8,0.1547096774
1952,9,1952.9,0.0513
1952,10,1952.10,-0.4026451613
1952,11,1952.11,-0.9232
1952,12,1952.12,-0.4008387097
1953,1,1953.1,0.3603225806
1953,2,1953.2,0.2038571429
1953,3,1953.3,0.7261612903
1953,4,1953.4,0.5494
1953,5,1953.5,0.4651612903
1953,6,1953.6,0.4395333333
1953,7,1953.7,0.2521935484
1953,8,1953.8,0.1228064516
1953,9,1953.9,-0.01793333333
1953,10,1953.10,0.1530645161
1953,11,1953.11,-0.3944333333
1953,12,1953.12,0.01325806452
1954,1,1954.1,-1.045870968
1954,2,1954.2,0.1695714286
1954,3,1954.3,-0.4459677419
1954,4,1954.4,0.3545333333
1954,5,1954.5,-0.2752580645
1954,6,1954.6,0.1470333333
1954,7,1954.7,0.1031935484
1954,8,1954.8,-0.1076774194
1954,9,1954.9,-0.0101
1954,10,1954.10,0.05480645161
1954,11,1954.11,0.1351
1954,12,1954.12,-0.233483871
1955,1,1955.1,0.3801612903
1955,2,1955.2,-0.1767857143
1955,3,1955.3,-0.5426451613
1955,4,1955.4,0.1854666667
1955,5,1955.5,0.1233225806
1955,6,1955.6,0.04493333333
1955,7,1955.7,0.234483871
1955,8,1955.8,0.312483871
1955,9,1955.9,-0.2419666667
1955,10,1955.10,0.2119354839
1955,11,1955.11,-0.6589
1955,12,1955.12,-0.6187096774
1956,1,1956.1,-0.06138709677
1956,2,1956.2,-0.7990344828
1956,3,1956.3,-0.1847419355
1956,4,1956.4,-0.3692
1956,5,1956.5,-0.2312903226
1956,6,1956.6,-0.08273333333
1956,7,1956.7,-0.1388387097
1956,8,1956.8,-0.5416129032
1956,9,1956.9,-0.4917
1956,10,1956.10,-0.3652903226
1956,11,1956.11,-0.8938666667
1956,12,1956.12,-0.1318387097
1957,1,1957.1,-0.844483871
1957,2,1957.2,0.1546071429
1957,3,1957.3,-0.3261935484
1957,4,1957.4,0.1502333333
1957,5,1957.5,0.01977419355
1957,6,1957.6,0.4252
1957,7,1957.7,-0.01751612903
1957,8,1957.8,-0.03364516129
1957,9,1957.9,0.03243333333
1957,10,1957.10,-0.1750322581
1957,11,1957.11,-0.03753333333
1957,12,1957.12,0.5460322581
1958,1,1958.1,0.6616451613
1958,2,1958.2,0.2781428571
1958,3,1958.3,0.17
1958,4,1958.4,0.4855333333
1958,5,1958.5,0.5775806452
1958,6,1958.6,-0.2414666667
1958,7,1958.7,0.02967741935
1958,8,1958.8,-0.1957096774
1958,9,1958.9,-0.4319333333
1958,10,1958.10,-0.1381935484
1958,11,1958.11,-0.0477
1958,12,1958.12,-0.2010645161
1959,1,1959.1,0.09841935484
1959,2,1959.2,0.1252857143
1959,3,1959.3,0.757
1959,4,1959.4,0.7299666667
1959,5,1959.5,0.2394193548
1959,6,1959.6,0.3347333333
1959,7,1959.7,0.2620322581
1959,8,1959.8,0.03380645161
1959,9,1959.9,-0.2757
1959,10,1959.10,-0.2565483871
1959,11,1959.11,-0.7801333333
1959,12,1959.12,0.09483870968
1960,1,1960.1,-0.07780645161
1960,2,1960.2,0.3574827586
1960,3,1960.3,-1.004967742
1960,4,1960.4,0.0822
1960,5,1960.5,-0.3458064516
1960,6,1960.6,0.0958
1960,7,1960.7,-0.055
1960,8,1960.8,-0.08961290323
1960,9,1960.9,-0.04283333333
1960,10,1960.10,-0.07025806452
1960,11,1960.11,-0.3316
1960,12,1960.12,0.007064516129
1961,1,1961.1,-0.05777419355
1961,2,1961.2,0.5762142857
1961,3,1961.3,0.4724193548
1961,4,1961.4,0.3946
1961,5,1961.5,0.3542580645
1961,6,1961.6,0.5346666667
1961,7,1961.7,-0.02506451613
1961,8,1961.8,0.06296774194
1961,9,1961.9,-0.0794
1961,10,1961.10,-0.1145483871
1961,11,1961.11,-0.2224
1961,12,1961.12,-0.5215483871
1962,1,1962.1,0.03787096774
1962,2,1962.2,0.4879642857
1962,3,1962.3,0.1119677419
1962,4,1962.4,0.6226
1962,5,1962.5,0.1078387097
1962,6,1962.6,0.04093333333
1962,7,1962.7,-0.127
1962,8,1962.8,-0.1043225806
1962,9,1962.9,-0.3867666667
1962,10,1962.10,0.08922580645
1962,11,1962.11,-0.1961333333
1962,12,1962.12,0.04641935484
1963,1,1963.1,-0.2899354839
1963,2,1963.2,0.6845357143
1963,3,1963.3,0.2702903226
1963,4,1963.4,0.08123333333
1963,5,1963.5,-0.0675483871
1963,6,1963.6,0.05123333333
1963,7,1963.7,0.2707096774
1963,8,1963.8,0.3160967742
1963,9,1963.9,0.3140666667
1963,10,1963.10,0.5911290323
1963,11,1963.11,0.2847666667
1963,12,1963.12,-0.7641290323
1964,1,1964.1,0.2280322581
1964,2,1964.2,-0.3116896552
1964,3,1964.3,-0.5438709677
1964,4,1964.4,-0.1479
1964,5,1964.5,-0.1555483871
1964,6,1964.6,-0.0647
1964,7,1964.7,0.1959032258
1964,8,1964.8,-0.3537096774
1964,9,1964.9,-0.5822333333
1964,10,1964.10,-0.6407741935
1964,11,1964.11,-0.3610666667
1964,12,1964.12,-0.6899032258
1965,1,1965.1,0.09396774194
1965,2,1965.2,-0.2724642857
1965,3,1965.3,-0.2142580645
1965,4,1965.4,0.1636666667
1965,5,1965.5,0.1080645161
1965,6,1965.6,-0.07223333333
1965,7,1965.7,-0.1992903226
1965,8,1965.8,-0.0565483871
1965,9,1965.9,-0.5627
1965,10,1965.10,0.06903225806
1965,11,1965.11,-0.5689333333
1965,12,1965.12,0.03661290323
1966,1,1966.1,-0.6821290323
1966,2,1966.2,0.03564285714
1966,3,1966.3,0.5431290323
1966,4,1966.4,0.07553333333
1966,5,1966.5,0.1237741935
1966,6,1966.6,0.2158333333
1966,7,1966.7,0.3914516129
1966,8,1966.8,-0.135483871
1966,9,1966.9,-0.08913333333
1966,10,1966.10,-0.3438709677
1966,11,1966.11,-0.4006
1966,12,1966.12,-0.6226451613
1967,1,1967.1,-0.04548387097
1967,2,1967.2,-0.4696428571
1967,3,1967.3,0.3846129032
1967,4,1967.4,0.2753
1967,5,1967.5,0.3228709677
1967,6,1967.6,0.05413333333
1967,7,1967.7,0.07480645161
1967,8,1967.8,-0.1147419355
1967,9,1967.9,-0.1509666667
1967,10,1967.10,0.297483871
1967,11,1967.11,-0.136
1967,12,1967.12,-0.1509677419
1968,1,1968.1,-0.4255483871
1968,2,1968.2,-0.09772413793
1968,3,1968.3,0.9176451613
1968,4,1968.4,0.3204
1968,5,1968.5,-0.3007096774
1968,6,1968.6,-0.05793333333
1968,7,1968.7,-0.2747096774
1968,8,1968.8,-0.4602580645
1968,9,1968.9,-0.5186333333
1968,10,1968.10,-0.02041935484
1968,11,1968.11,-0.4780666667
1968,12,1968.12,-0.8810967742
1969,1,1969.1,-0.8812258065
1969,2,1969.2,-0.7974285714
1969,3,1969.3,-0.3649032258
1969,4,1969.4,0.732
1969,5,1969.5,0.3039677419
1969,6,1969.6,0.0228
1969,7,1969.7,0.104483871
1969,8,1969.8,-0.003483870968
1969,9,1969.9,-0.1976
1969,10,1969.10,-0.1048709677
1969,11,1969.11,0.1782333333
1969,12,1969.12,0.2686774194
1970,1,1970.1,-0.1462580645
1970,2,1970.2,0.6740714286
1970,3,1970.3,0.06464516129
1970,4,1970.4,0.5476333333
1970,5,1970.5,0.2123870968
1970,6,1970.6,0.2811
1970,7,1970.7,0.08606451613
1970,8,1970.8,-0.05148387097
1970,9,1970.9,-0.02816666667
1970,10,1970.10,-0.06993548387
1970,11,1970.11,-0.2987
1970,12,1970.12,-0.4533225806
1971,1,1971.1,0.008967741935
1971,2,1971.2,-0.1395714286
1971,3,1971.3,-0.2816129032
1971,4,1971.4,0.3102
1971,5,1971.5,0.1359354839
1971,6,1971.6,-0.08686666667
1971,7,1971.7,-0.1306451613
1971,8,1971.8,0.1201290323
1971,9,1971.9,-0.1105
1971,10,1971.10,0.1510967742
1971,11,1971.11,-0.255
1971,12,1971.12,-0.01619354839
1972,1,1972.1,-0.9672258065
1972,2,1972.2,-0.795862069
1972,3,1972.3,0.1475483871
1972,4,1972.4,0.03153333333
1972,5,1972.5,0.1175483871
1972,6,1972.6,0.0525
1972,7,1972.7,0.04003225806
1972,8,1972.8,0.3018709677
1972,9,1972.9,-0.2175333333
1972,10,1972.10,-0.1357096774
1972,11,1972.11,-0.4773
1972,12,1972.12,-0.1453870968
1973,1,1973.1,0.3313548387
1973,2,1973.2,0.5265714286
1973,3,1973.3,1.039483871
1973,4,1973.4,0.6393666667
1973,5,1973.5,0.7491935484
1973,6,1973.6,0.5973333333
1973,7,1973.7,0.2372258065
1973,8,1973.8,0.1108064516
1973,9,1973.9,-0.0616
1973,10,1973.10,0.2035806452
1973,11,1973.11,-0.2142
1973,12,1973.12,-0.1104193548
1974,1,1974.1,-0.4114516129
1974,2,1974.2,-0.64875
1974,3,1974.3,0.07996774194
1974,4,1974.4,0.2566333333
1974,5,1974.5,0.03396774194
1974,6,1974.6,0.1493
1974,7,1974.7,0.086
1974,8,1974.8,0.1395483871
1974,9,1974.9,-0.3922333333
1974,10,1974.10,-0.4334516129
1974,11,1974.11,-0.4336666667
1974,12,1974.12,-0.2855806452
1975,1,1975.1,0.3522258065
1975,2,1975.2,0.1105714286
1975,3,1975.3,0.5443870968
1975,4,1975.4,0.4462666667
1975,5,1975.5,0.7965483871
1975,6,1975.6,0.1882
1975,7,1975.7,0.1892580645
1975,8,1975.8,-0.263483871
1975,9,1975.9,-0.0997
1975,10,1975.10,-0.1433225806
1975,11,1975.11,-0.3299
1975,12,1975.12,-0.2335483871
1976,1,1976.1,-0.06438709677
1976,2,1976.2,-0.007275862069
1976,3,1976.3,-0.6934516129
1976,4,1976.4,0.08933333333
1976,5,1976.5,-0.2993225806
1976,6,1976.6,-0.1984333333
1976,7,1976.7,-0.1021290323
1976,8,1976.8,-0.2892258065
1976,9,1976.9,-0.2471333333
1976,10,1976.10,-0.879516129
1976,11,1976.11,-0.6345333333
1976,12,1976.12,-0.2071935484
1977,1,1977.1,-0.5760967742
1977,2,1977.2,0.4969642857
1977,3,1977.3,0.7273870968
1977,4,1977.4,0.647
1977,5,1977.5,0.6829032258
1977,6,1977.6,0.5769333333
1977,7,1977.7,0.4307096774
1977,8,1977.8,0.1860645161
1977,9,1977.9,-0.2630333333
1977,10,1977.10,-0.1737419355
1977,11,1977.11,0.2357
1977,12,1977.12,0.03187096774
1978,1,1978.1,0.006516129032
1978,2,1978.2,0.006821428571
1978,3,1978.3,0.7968387097
1978,4,1978.4,0.6426666667
1978,5,1978.5,0.3154193548
1978,6,1978.6,-0.0001333333333
1978,7,1978.7,0.0304516129
1978,8,1978.8,-0.4493548387
1978,9,1978.9,-0.1945333333
1978,10,1978.10,-0.02238709677
1978,11,1978.11,0.1031666667
1978,12,1978.12,-0.02461290323
1979,1,1979.1,-0.3443225806
1979,2,1979.2,-0.4567857143
1979,3,1979.3,0.6404193548
1979,4,1979.4,0.2218333333
1979,5,1979.5,0.1061935484
1979,6,1979.6,0.1414666667
1979,7,1979.7,-0.1052580645
1979,8,1979.8,-0.07196774194
1979,9,1979.9,0.08666666667
1979,10,1979.10,0.1850645161
1979,11,1979.11,-0.1863333333
1979,12,1979.12,0.9280645161
1980,1,1980.1,0.09470967742
1980,2,1980.2,0.4346896552
1980,3,1980.3,0.1652258065
1980,4,1980.4,0.7728333333
1980,5,1980.5,0.5811935484
1980,6,1980.6,0.2899666667
1980,7,1980.7,0.4646774194
1980,8,1980.8,0.3434516129
1980,9,1980.9,0.2852666667
1980,10,1980.10,0.08709677419
1980,11,1980.11,0.3293333333
1980,12,1980.12,0.2381612903
1981,1,1981.1,0.9037419355
1981,2,1981.2,0.9960714286
1981,3,1981.3,1.065096774
1981,4,1981.4,0.8734333333
1981,5,1981.5,0.3396129032
1981,6,1981.6,0.479
1981,7,1981.7,0.5193225806
1981,8,1981.8,0.6361290323
1981,9,1981.9,0.1307666667
1981,10,1981.10,-0.1629032258
1981,11,1981.11,0.1017333333
1981,12,1981.12,0.4912580645
1982,1,1982.1,-0.3189032258
1982,2,1982.2,0.1319642857
1982,3,1982.3,0.046
1982,4,1982.4,0.2257333333
1982,5,1982.5,0.4055806452
1982,6,1982.6,-0.04596666667
1982,7,1982.7,0.3291612903
1982,8,1982.8,0.01541935484
1982,9,1982.9,-0.05816666667
1982,10,1982.10,-0.1981290323
1982,11,1982.11,-0.3114333333
1982,12,1982.12,0.447516129
1983,1,1983.1,0.7764516129
1983,2,1983.2,0.4885
1983,3,1983.3,0.698
1983,4,1983.4,0.4995666667
1983,5,1983.5,0.6102580645
1983,6,1983.6,0.2374666667
1983,7,1983.7,0.3142258065
1983,8,1983.8,0.5789677419
1983,9,1983.9,0.4451666667
1983,10,1983.10,0.205483871
1983,11,1983.11,0.5073
1983,12,1983.12,-0.2309032258
1984,1,1984.1,0.1521935484
1984,2,1984.2,0.1862758621
1984,3,1984.3,0.181
1984,4,1984.4,0.4535666667
1984,5,1984.5,0.6275806452
1984,6,1984.6,0.1532
1984,7,1984.7,0.1266129032
1984,8,1984.8,0.3032903226
1984,9,1984.9,-0.2740666667
1984,10,1984.10,0.1218387097
1984,11,1984.11,-0.5347666667
1984,12,1984.12,-0.3301290323
1985,1,1985.1,-0.1396774194
1985,2,1985.2,-0.4262142857
1985,3,1985.3,0.4886774194
1985,4,1985.4,0.5520333333
1985,5,1985.5,0.4203548387
1985,6,1985.6,0.08056666667
1985,7,1985.7,-0.03258064516
1985,8,1985.8,0.09935483871
1985,9,1985.9,-0.2659
1985,10,1985.10,0.1528709677
1985,11,1985.11,-0.5516
1985,12,1985.12,-0.1048709677
1986,1,1986.1,0.8668387097
1986,2,1986.2,0.4608214286
1986,3,1986.3,1.034354839
1986,4,1986.4,0.6860666667
1986,5,1986.5,0.5686451613
1986,6,1986.6,0.1846666667
1986,7,1986.7,-0.005
1986,8,1986.8,0.1347741935
1986,9,1986.9,-0.3807666667
1986,10,1986.10,0.009741935484
1986,11,1986.11,-0.3256666667
1986,12,1986.12,0.02867741935
1987,1,1987.1,0.1913548387
1987,2,1987.2,1.090464286
1987,3,1987.3,0.09609677419
1987,4,1987.4,0.6867333333
1987,5,1987.5,0.4197741935
1987,6,1987.6,0.6101666667
1987,7,1987.7,0.5999354839
1987,8,1987.8,0.06829032258
1987,9,1987.9,0.3776333333
1987,10,1987.10,0.06993548387
1987,11,1987.11,-0.1002
1987,12,1987.12,0.647
1988,1,1988.1,0.598483871
1988,2,1988.2,0.3361724138
1988,3,1988.3,0.6967419355
1988,4,1988.4,0.8268666667
1988,5,1988.5,0.7567419355
1988,6,1988.6,0.7165333333
1988,7,1988.7,0.5916451613
1988,8,1988.8,0.7400322581
1988,9,1988.9,0.5217
1988,10,1988.10,0.5734193548
1988,11,1988.11,0.08153333333
1988,12,1988.12,0.3375806452
1989,1,1989.1,0.4065483871
1989,2,1989.2,0.1816428571
1989,3,1989.3,0.8388064516
1989,4,1989.4,0.6090333333
1989,5,1989.5,0.2968387097
1989,6,1989.6,0.1283666667
1989,7,1989.7,0.4612903226
1989,8,1989.8,0.2843870968
1989,9,1989.9,0.2347333333
1989,10,1989.10,0.3668064516
1989,11,1989.11,0.1242
1989,12,1989.12,0.1771612903
1990,1,1990.1,0.8898387097
1990,2,1990.2,0.6178214286
1990,3,1990.3,1.573258065
1990,4,1990.4,1.0378
1990,5,1990.5,0.7169032258
1990,6,1990.6,0.6698666667
1990,7,1990.7,0.4857419355
1990,8,1990.8,0.3546451613
1990,9,1990.9,0.0835
1990,10,1990.10,0.4287419355
1990,11,1990.11,0.6802
1990,12,1990.12,0.5008709677
1991,1,1991.1,0.5579677419
1991,2,1991.2,0.9238214286
1991,3,1991.3,0.5785483871
1991,4,1991.4,1.036266667
1991,5,1991.5,0.6191612903
1991,6,1991.6,0.8415666667
1991,7,1991.7,0.8464193548
1991,8,1991.8,0.5965483871
1991,9,1991.9,0.4595666667
1991,10,1991.10,0.4462903226
1991,11,1991.11,0.03276666667
1991,12,1991.12,0.3629677419
1992,1,1992.1,0.8044516129
1992,2,1992.2,0.7721724138
1992,3,1992.3,0.7374193548
1992,4,1992.4,0.2925666667
1992,5,1992.5,0.4177741935
1992,6,1992.6,0.2467333333
1992,7,1992.7,-0.1017419355
1992,8,1992.8,-0.04435483871
1992,9,1992.9,-0.3511333333
1992,10,1992.10,-0.1801612903
1992,11,1992.11,-0.3086666667
1992,12,1992.12,0.1875483871
1993,1,1993.1,0.688516129
1993,2,1993.2,0.4425714286
1993,3,1993.3,0.9175483871
1993,4,1993.4,0.6223
1993,5,1993.5,0.5653870968
1993,6,1993.6,0.2059333333
1993,7,1993.7,0.2928387097
1993,8,1993.8,0.1188064516
1993,9,1993.9,-0.2072333333
1993,10,1993.10,0.2031935484
1993,11,1993.11,-0.6480666667
1993,12,1993.12,0.4001612903
1994,1,1994.1,0.2892903226
1994,2,1994.2,-0.5065357143
1994,3,1994.3,0.851516129
1994,4,1994.4,0.9182
1994,5,1994.5,0.6165483871
1994,6,1994.6,0.8121
1994,7,1994.7,0.6138709677
1994,8,1994.8,0.1787419355
1994,9,1994.9,0.3804666667
1994,10,1994.10,0.527516129
1994,11,1994.11,0.5498
1994,12,1994.12,0.4288064516
1995,1,1995.1,0.7632903226
1995,2,1995.2,1.516214286
1995,3,1995.3,0.9264516129
1995,4,1995.4,0.7749333333
1995,5,1995.5,0.5920967742
1995,6,1995.6,0.7901666667
1995,7,1995.7,0.9319032258
1995,8,1995.8,0.9047096774
1995,9,1995.9,0.3272333333
1995,10,1995.10,0.8053548387
1995,11,1995.11,0.4449666667
1995,12,1995.12,0.2579032258
1996,1,1996.1,0.181516129
1996,2,1996.2,0.865137931
1996,3,1996.3,0.2536451613
1996,4,1996.4,0.5445666667
1996,5,1996.5,0.3876451613
1996,6,1996.6,0.4034333333
1996,7,1996.7,0.5377419355
1996,8,1996.8,0.8358064516
1996,9,1996.9,0.0907
1996,10,1996.10,0.3099354839
1996,11,1996.11,0.1809333333
1996,12,1996.12,0.5924193548
1997,1,1997.1,0.3705483871
1997,2,1997.2,0.7817857143
1997,3,1997.3,0.9424516129
1997,4,1997.4,0.4805333333
1997,5,1997.5,0.6136451613
1997,6,1997.6,0.7802333333
1997,7,1997.7,0.3449354839
1997,8,1997.8,0.4462258065
1997,9,1997.9,0.5512
1997,10,1997.10,0.5622258065
1997,11,1997.11,0.5712
1997,12,1997.12,0.5554516129
1998,1,1998.1,0.863516129
1998,2,1998.2,1.650392857
1998,3,1998.3,0.8385483871
1998,4,1998.4,1.198633333
1998,5,1998.5,1.333258065
1998,6,1998.6,1.117333333
1998,7,1998.7,1.148
1998,8,1998.8,0.9495483871
1998,9,1998.9,0.6699333333
1998,10,1998.10,0.4017419355
1998,11,1998.11,0.1812333333
1998,12,1998.12,0.7522258065
1999,1,1999.1,0.9767419355
1999,2,1999.2,1.460142857
1999,3,1999.3,0.4619354839
1999,4,1999.4,0.6949666667
1999,5,1999.5,0.5520322581
1999,6,1999.6,0.6838
1999,7,1999.7,0.7107741935
1999,8,1999.8,0.5232903226
1999,9,1999.9,0.5775
1999,10,1999.10,0.425483871
1999,11,1999.11,0.5160333333
1999,12,1999.12,0.5838387097
2000,1,2000.1,0.2394516129
2000,2,2000.2,1.074103448
2000,3,2000.3,1.010258065
2000,4,2000.4,1.1624
2000,5,2000.5,0.8470322581
2000,6,2000.6,0.6246666667
2000,7,2000.7,0.5444516129
2000,8,2000.8,0.761483871
2000,9,2000.9,0.3451666667
2000,10,2000.10,0.2629032258
2000,11,2000.11,-0.1321333333
2000,12,2000.12,-0.1106774194
2001,1,2001.1,0.7333548387
2001,2,2001.2,0.5497142857
2001,3,2001.3,0.9900645161
2001,4,2001.4,1.172233333
2001,5,2001.5,1.178193548
2001,6,2001.6,0.7011
2001,7,2001.7,0.856483871
2001,8,2001.8,0.7413225806
2001,9,2001.9,0.3934666667
2001,10,2001.10,0.5388387097
2001,11,2001.11,1.004366667
2001,12,2001.12,0.5279354839
2002,1,2002.1,1.421258065
2002,2,2002.2,1.6515
2002,3,2002.3,1.415548387
2002,4,2002.4,1.343666667
2002,5,2002.5,0.917516129
2002,6,2002.6,0.9373666667
2002,7,2002.7,1.079225806
2002,8,2002.8,0.7250322581
2002,9,2002.9,0.8768
2002,10,2002.10,0.3285483871
2002,11,2002.11,0.6248
2002,12,2002.12,0.3409032258
2003,1,2003.1,1.260225806
2003,2,2003.2,0.8278214286
2003,3,2003.3,1.150322581
2003,4,2003.4,1.0224
2003,5,2003.5,1.075935484
2003,6,2003.6,0.6660666667
2003,7,2003.7,0.8318387097
2003,8,2003.8,0.963516129
2003,9,2003.9,0.6187333333
2003,10,2003.10,0.9091290323
2003,11,2003.11,0.5187666667
2003,12,2003.12,1.194741935
2004,1,2004.1,0.7857741935
2004,2,2004.2,1.205758621
2004,3,2004.3,1.375193548
2004,4,2004.4,0.9262333333
2004,5,2004.5,0.4323225806
2004,6,2004.6,0.4287
2004,7,2004.7,0.1839032258
2004,8,2004.8,0.3063225806
2004,9,2004.9,0.5101333333
2004,10,2004.10,0.8116774194
2004,11,2004.11,0.9583
2004,12,2004.12,0.4990645161
2005,1,2005.1,1.108064516
2005,2,2005.2,0.8324642857
2005,3,2005.3,1.27
2005,4,2005.4,1.617
2005,5,2005.5,1.010709677
2005,6,2005.6,1.197566667
2005,7,2005.7,1.041806452
2005,8,2005.8,0.6741290323
2005,9,2005.9,1.0993
2005,10,2005.10,1.192451613
2005,11,2005.11,1.204033333
2005,12,2005.12,0.736483871
2006,1,2006.1,1.156032258
2006,2,2006.2,1.042464286
2006,3,2006.3,1.092967742
2006,4,2006.4,1.1849
2006,5,2006.5,0.6862258065
2006,6,2006.6,1.052166667
2006,7,2006.7,1.068129032
2006,8,2006.8,0.9036451613
2006,9,2006.9,0.7596666667
2006,10,2006.10,0.8467741935
2006,11,2006.11,0.6892
2006,12,2006.12,1.285741935
2007,1,2007.1,1.765677419
2007,2,2007.2,0.9261785714
2007,3,2007.3,1.690419355
2007,4,2007.4,1.412566667
2007,5,2007.5,1.465354839
2007,6,2007.6,1.083266667
2007,7,2007.7,0.9393225806
2007,8,2007.8,1.009193548
2007,9,2007.9,0.7284666667
2007,10,2007.10,0.9780645161
2007,11,2007.11,0.7545
2007,12,2007.12,0.6391612903
2008,1,2008.1,0.1875483871
2008,2,2008.2,0.5993103448
2008,3,2008.3,1.509322581
2008,4,2008.4,1.144833333
2008,5,2008.5,0.8281612903
2008,6,2008.6,0.8751
2008,7,2008.7,0.8810967742
2008,8,2008.8,0.5762258065
2008,9,2008.9,0.6996666667
2008,10,2008.10,0.9881612903
2008,11,2008.11,1.0385
2008,12,2008.12,0.5788709677
2009,1,2009.1,0.94
2009,2,2009.2,1.073214286
2009,3,2009.3,1.02283871
2009,4,2009.4,1.2472
2009,5,2009.5,1.111129032
2009,6,2009.6,0.8829666667
2009,7,2009.7,0.9835483871
2009,8,2009.8,0.9028709677
2009,9,2009.9,1.113133333
2009,10,2009.10,0.4619354839
2009,11,2009.11,1.106533333
2009,12,2009.12,0.2812580645
2010,1,2010.1,1.082419355
2010,2,2010.2,1.125464286
2010,3,2010.3,1.765967742
2010,4,2010.4,1.6425
2010,5,2010.5,1.196870968
2010,6,2010.6,1.138033333
2010,7,2010.7,1.003612903
2010,8,2010.8,0.9358064516
2010,9,2010.9,0.7617
2010,10,2010.10,1.085387097
2010,11,2010.11,1.1836
2010,12,2010.12,0.3408709677
2011,1,2011.1,0.6967741935
2011,2,2011.2,0.6188214286
2011,3,2011.3,1.021774194
2011,4,2011.4,1.426266667
2011,5,2011.5,0.7826774194
2011,6,2011.6,1.085333333
2011,7,2011.7,1.209387097
2011,8,2011.8,1.240064516
2011,9,2011.9,0.8214666667
2011,10,2011.10,0.852516129
2011,11,2011.11,0.6202333333
2011,12,2011.12,0.7845483871
2012,1,2012.1,0.7018709677
2012,2,2012.2,0.1602068966
2012,3,2012.3,1.209290323
2012,4,2012.4,1.2011
2012,5,2012.5,1.392645161
2012,6,2012.6,0.9961333333
2012,7,2012.7,0.9285483871
2012,8,2012.8,0.8820645161
2012,9,2012.9,0.8679333333
2012,10,2012.10,0.9197096774
2012,11,2012.11,0.8291
2012,12,2012.12,0.3207419355
2013,1,2013.1,0.9479354839
2013,2,2013.2,1.059321429
2013,3,2013.3,0.9577741935
2013,4,2013.4,0.9627666667
2013,5,2013.5,1.124
2013,6,2013.6,1.182566667
2013,7,2013.7,0.8311290323
2013,8,2013.8,0.8768064516
2013,9,2013.9,0.9884666667
2013,10,2013.10,0.8828064516
2013,11,2013.11,1.0402
2013,12,2013.12,0.8313548387
2014,1,2014.1,1.082774194
2014,2,2014.2,0.3730357143
2014,3,2014.3,1.168677419
2014,4,2014.4,1.527466667
2014,5,2014.5,1.360258065
2014,6,2014.6,0.9664333333
2014,7,2014.7,0.7570967742
2014,8,2014.8,0.9231290323
2014,9,2014.9,0.9551333333
2014,10,2014.10,1.099935484
2014,11,2014.11,0.3034333333
2014,12,2014.12,1.195451613
2015,1,2015.1,1.329903226
2015,2,2015.2,1.234
2015,3,2015.3,1.853516129
2015,4,2015.4,1.226433333
2015,5,2015.5,1.163419355
2015,6,2015.6,1.217566667
2015,7,2015.7,0.8176451613
2015,8,2015.8,0.925
2015,9,2015.9,0.9167
2015,10,2015.10,1.259548387
2015,11,2015.11,1.131133333
2015,12,2015.12,1.867903226
2016,1,2016.1,1.284258065
2016,2,2016.2,2.279137931
2016,3,2016.3,2.292580645
2016,4,2016.4,1.867533333
2016,5,2016.5,1.330612903
